section_name,file_name,score,TP,FP,TN,FN
Client Communication Security,General Access Control Design.php,0.7642345866651767,0,0,1,0
Client Communication Security,Service Authentication.php,0.7587484021052413,0,0,1,0
Client Communication Security,Token-based Session Management.php,0.758487752798586,0,0,1,0
Client Communication Security,Access Control Architecture.php,0.7563125029387829,0,0,1,0
Client Communication Security,Input and Output Architecture.php,0.7551908779340375,0,0,1,0
Client Communication Security,Session Termination.php,0.7543887631577892,0,0,1,0
Client Communication Security,Log Content.php,0.7540216786065903,0,0,1,0
Client Communication Security,GraphQL.php,0.7535568947061808,0,0,1,0
Client Communication Security,"Errors, Logging and Auditing Architecture.php",0.7526941745000737,0,0,1,0
Client Communication Security,Secure File Upload Architecture.php,0.7525687760630677,0,0,1,0
Client Communication Security,Credential Recovery.php,0.7519555152725975,0,0,1,0
Client Communication Security,Dependency.php,0.7505263904240448,0,0,1,0
Client Communication Security,Out of Band Verifier.php,0.7469980134682439,0,0,1,0
Client Communication Security,Log Processing.php,0.7459442046982487,0,0,1,0
Client Communication Security,Operation Level Access Control Operation Level Access Control.php,0.7458131452853709,0,0,1,0
Client Communication Security,Authentication Architecture.php,0.7453303405848505,0,0,1,0
Client Communication Security,General Authenticator Security.php,0.7447753441270307,0,0,1,0
Client Communication Security,Output Encoding and Injection Prevention.php,0.7440150162657712,0,0,1,0
Client Communication Security,Authenticator Lifecycle.php,0.7429762827823803,0,0,1,0
Client Communication Security,Data Classification.php,0.7420493269918093,0,0,1,0
Client Communication Security,SSRF Protection.php,0.7398500182200969,0,0,1,0
Client Communication Security,Other Access Control Considerations.php,0.7391128085854086,0,0,1,0
Client Communication Security,Log Protection.php,0.7389382814730767,0,0,1,0
